artists,name,year,alternative_method,alternative_cluster
Die drei ???,0028 - und der Doppelgänger - Teil 13,1981,dbscan,0
Los Hermanos Cuestas,El Árbol de los Pájaros,1981,dbscan,0
"Asha Bhosle, Mohammed Rafi, Rishi Kapoor, Padmini Kolhapure","Puchho Na Yaar Kya Hua - From ""Zamaane Ko Dikhana Hai""",1981,dbscan,0
Iron Maiden,Purgatory - 2015 Remaster,1981,dbscan,0
George Lam,亞里巴巴,1981,dbscan,0
Silva y Villalba,Bajo Las Frondas,1981,dbscan,0
A Turma Do Balão Mágico,A Galinha Magricela (La Gallina Papanatas),1982,dbscan,0
沈雁,我的他,1982,dbscan,0
The Cure,A Short Term Effect,1982,dbscan,0
Daryl Hall & John Oates,Art of Heartbreak,1982,dbscan,0
Kliby Und Caroline,Vorwitzige Caroline!,1982,dbscan,0
Brian Eno,Lizard Point - Remastered 2004,1982,dbscan,0
Håkon Banken,En Liten Gulnad Lapp,1982,dbscan,0
Radosinské naivné divadlo,Veľká noc,1982,dbscan,0
Los Shapis,La Novia,1982,dbscan,0
Pedro Y Pablo,La gente del futuro,1982,dbscan,-1
Chris de Burgh,The Getaway,1982,dbscan,0
Charly García,Canción De Dos Por Tres,1982,dbscan,0
Shula Chen,כל הארץ דגלים,1982,dbscan,0
Johnny Hallyday,Montpellier,1982,dbscan,0
Васил Найденов,Снежен цвят,1982,dbscan,0
"Arik Einstein, Itzhak Klepter",חייו של יוחאי,1982,dbscan,0
TKKG Retro-Archiv,008 - Auf der Spur der Vogeljäger - Teil 15,1982,dbscan,0
TKKG Retro-Archiv,007 - Rätsel um die alte Villa - Teil 23,1982,dbscan,0
TKKG Retro-Archiv,024 - Gefährliche Diamanten - Teil 09,1982,dbscan,0
Prince,Lady Cab Driver - 2019 Remaster,1982,dbscan,0
Vicky Leandros,Verlorenes Paradies,1982,dbscan,0
De Strangers,Virginieke,1982,dbscan,0
"Wolfgang Amadeus Mozart, Samuel Ramey, Lucia Popp, London Philharmonic Orchestra, Sir Georg Solti","Le nozze di Figaro, K. 492 / Act 1: ""Cinque... deci... venti..."" - ""Cosa stai misurando""",1982,dbscan,-1
Stijene,Ima Jedan Svijet,1982,dbscan,0
Johnny Ip,小說似的苦戀,1982,dbscan,0
TKKG Retro-Archiv,007 - Rätsel um die alte Villa - Teil 18,1982,dbscan,-1
Eric Clapton,Knockin' On Heaven's Door,1982,dbscan,0
Satu,Kevät ja syys,1982,dbscan,0
Air Supply,Come What May,1982,dbscan,0
Los Manseros Santiagueños,Ciudad de La Banda,1982,dbscan,0
Teresa Teng,幾多愁,1982,dbscan,0
Luz Casal,No aguanto más,1982,dbscan,0
TKKG Retro-Archiv,008 - Auf der Spur der Vogeljäger - Teil 10,1982,dbscan,0
"Antonio Vivaldi, Simon Standage, The English Concert, Trevor Pinnock","Violin Concerto in F Major, Op. 8, No. 3, RV 293 ""L'autunno"": 3. Allegro (La caccia)",1982,dbscan,0
Matti Caspi,שיר ההפלגה,1982,dbscan,0
TKKG Retro-Archiv,023 - Kampf der Spione - Teil 24,1982,dbscan,0
TKKG Retro-Archiv,009 - Abenteuer im Ferienlager - Teil 16,1982,dbscan,0
Anton Goosen,Trompie,1982,dbscan,0
Streetheart,Miss Plaza Suite,1982,dbscan,0
Duran Duran,Hungry Like the Wolf - US Remix; 2009 Remaster,1982,dbscan,0
Peter Schilling,Major Tom (Völlig losgelöst),1982,dbscan,0
Aquarium,Кусок жизни,1982,dbscan,0
"Evelyn ""Champagne"" King","Love Come Down - 12"" Version",1982,dbscan,0
Glenn Frey,The One You Love,1982,dbscan,0
Fat Larry's Band,Zoom,1982,dbscan,0
George Strait,The Only Thing I Have Left,1982,dbscan,0
Los Kjarkas,Primer Amor,1982,dbscan,0
Willie Nelson,A Whiter Shade of Pale,1982,dbscan,0
"Tzimis Panousis, Mousikes Taxiarhies",One Song For The Calavrita Place,1982,dbscan,0
14 Bis,Passeio Pelo Interior,1982,dbscan,0
Akina Nakamori,スローモーション,1982,dbscan,0
Dino Meira,Zum-Zum-Zum,1982,dbscan,0
Amit Kumar,Ye Zamin Gaa Rahi Hai - Teri Kasam / Soundtrack Version,1982,dbscan,0
Aquarium,Никто из нас не,1982,dbscan,0
Shlomo Gronich,אחיזת עיניים,1982,dbscan,0
Rufus & Chaka Khan,Do You Love What You Feel,1982,dbscan,0
"Pavlos Sidiropoulos, Oi Aprosarmosti",To Vivlio Ton Iroon,1982,dbscan,0
Venom,Sacrifice,1982,dbscan,0
高田みづえ,愛の終りに,1982,dbscan,0
サザンオールスターズ,女流詩人の哀歌,1982,dbscan,0
TKKG Retro-Archiv,022 - In den Klauen des Tigers - Teil 04,1982,dbscan,-1
Donna Summer,State of Independence - 2014 Remaster,1982,dbscan,0
Magnús Eiríksson,Vals númer 1,1982,dbscan,-1
"Sergei Rachmaninoff, Concertgebouworkest, Vladimir Ashkenazy","Symphony No. 2 in E Minor, Op. 27: 3. Adagio",1982,dbscan,0
TKKG Retro-Archiv,009 - Abenteuer im Ferienlager - Teil 20,1982,dbscan,-1
George Strait,Lover In Disguise,1982,dbscan,0
Kate Bush,Night Of The Swallow - 2018 Remaster,1982,dbscan,0
Ofra Haza,אבא ספר לי סיפור,1982,dbscan,0
Vencedores por Cristo,A Começar em Mim,1982,dbscan,0
Makoto Matsushita,First Light - 2018 Remaster,1982,dbscan,0
The Pointer Sisters,I'm So Excited,1982,dbscan,0
The Bar-Kays,Propositions,1982,dbscan,0
"Tintin, Tomas Bolme, Bert-Åke Varg","Koks i lasten, del 19",1982,dbscan,-1
Kansas,Play the Game Tonight,1982,dbscan,0
BOØWY,ON MY BEAT,1982,dbscan,0
Melike Demirağ,Hasret (Longing),1982,dbscan,0
"Antonio Vivaldi, Simon Standage, The English Concert, Trevor Pinnock","Violin Concerto in F Minor, Op. 8, No. 4, RV 297 ""L'inverno"": 3. Allegro",1982,dbscan,0
"Tatsuhiko Yamamoto, クロス・ビート",LAST GOOD-BYE,1982,dbscan,0
Cholo Berrocal,Mujer Amada,1982,dbscan,0
Pino Daniele,I Got the Blues - 2021 Remaster,1982,dbscan,0
Roxy Music,More Than This,1982,dbscan,0
Gary Low,You Are a Danger,1982,dbscan,0
Danny Berrios,Mi Dios Es Real,1982,dbscan,0
"Shem-Tov Levi, Dafna Armoni, Mazi Cohen, Efraim Shamir",בין נהר פרת,1982,dbscan,0
"Mahendra Kapoor, Salma Agha",Dil Ki Yeh Arzoo Thi,1982,dbscan,0
Euskefeurat,Mutta Herra Jumala,1982,dbscan,0
Rugsted & Kreutzfeldt,Hvor Er De Henne?,1982,dbscan,0
"Tintin, Tomas Bolme, Bert-Åke Varg","Koks i lasten, del 20",1982,dbscan,-1
TKKG Retro-Archiv,016 - X7 antwortet nicht - Teil 19,1982,dbscan,0
Rafika Duri,Lagu Rindu Asmara,1982,dbscan,0
Teodoro & Sampaio,Leão Ferido,1982,dbscan,0
Francesco De Gregori,San Lorenzo,1982,dbscan,0
Lata Mangeshkar,Hamne Sanam Ko Khat Likha,1982,dbscan,0
Orhan Gencebay,Ne Geçti Ki Eline,1982,dbscan,0
Kyoko Koizumi,ひとり街角,1982,dbscan,0
"Tintin, Tomas Bolme, Bert-Åke Varg","Koks i lasten, del 18",1982,dbscan,-1
Grandmaster Flash & The Furious Five,The Message,1982,dbscan,0
Stevie Wonder,That Girl,1982,dbscan,0
Anvil,Metal On Metal,1982,dbscan,0
KISS,I Still Love You,1982,dbscan,0
Bruce Springsteen,Atlantic City,1982,dbscan,0
Charly García,Sereno Fantástico,1982,dbscan,0
Led Zeppelin,I Can't Quit You Baby - 1990 Remaster,1982,dbscan,0
Off Course,眠れぬ夜,1982,dbscan,0
Donald Fagen,Green Flower Street,1982,dbscan,0
Roupa Nova,Clarear,1982,dbscan,0
Johnny Hallyday,Ma voix de révolte,1982,dbscan,0
Lebrón Brothers,Esposa Y Querida,1982,dbscan,0
Ajda Pekkan,Sevdim Seni,1982,dbscan,0
Anri,Heaven Beach,1982,dbscan,0
"Patrick Cowley, Sylvester",Do You Wanna Funk?,1982,dbscan,0
TKKG Retro-Archiv,009 - Abenteuer im Ferienlager - Teil 23,1982,dbscan,0
"Lata Mangeshkar, Suresh Wadkar",Meri Kismat Mein Tu Nahin Shayad,1982,dbscan,0
TKKG Retro-Archiv,007 - Rätsel um die alte Villa - Teil 11,1982,dbscan,-1
Fleetwood Mac,"The Chain - Live at the Forum, Los Angeles, CA October 21-22, 1982; 2016 Remaster",1982,dbscan,0
Randy Crawford,Windsong,1982,dbscan,0
Shmulik Kraus,פרחים,1982,dbscan,0
The Alan Parsons Project,Sirius - Chicago Bulls Theme Song,1982,dbscan,0
Lime,"Babe, We're Gonna Love Tonight - Radio Edit",1982,dbscan,0
Hemlata,Jab Tak Pure Na Ho Phere Saat,1982,dbscan,0
Marino,Las Cosas Viejas Pasaron,1982,dbscan,0
Sofia Vebo,Ase Ton Paliokosmo Na Lei - Remastered 2001,1982,dbscan,0
Jerry Garcia,Tangled up in Blue - Bonus Track,1982,dbscan,0
The Church,To Be In Your Eyes - 2002 Digital Remaster,1982,dbscan,0
The O'Jays,Your True Heart (And Shining Star),1982,dbscan,0
TKKG Retro-Archiv,011 - Die Falschmünzer vom Mäuseweg - Teil 06,1982,dbscan,0
Yehudit Ravitz,לא טוב היות האדם לבדו,1982,dbscan,0
The Church,Just For You - 2002 Digital Remaster,1982,dbscan,0
Sparks,Angst In My Pants,1982,dbscan,0
Osnat Paz,סלינו על כתפינו,1982,dbscan,0
Donatella Rettore,Lamette,1982,dbscan,0
TKKG Retro-Archiv,"012 - Nachts, wenn der Feuerteufel kommt - Teil 01",1982,dbscan,-1
Maridalia Hernández,Y Tu Querras Mi Mano,1982,dbscan,0
Hubert-Félix Thiéfaine,Les dingues et les paumés - Remastered,1982,dbscan,-1
Air Supply,Even the Nights Are Better,1982,dbscan,0
Haris Alexiou,An Pethani Mia Agapi,1982,dbscan,0
Luis Miguel,Adolescente Soñador,1982,dbscan,0
Daniel Balavoine,C'est fini,1982,dbscan,0
張德蘭,黃色手絹,1982,dbscan,0
Daniel Altamirano,Dios a la Una,1982,dbscan,0
"Egill Ólafsson, Magnús Eiríksson",Litli karlinn,1982,dbscan,0
Malurt,Tæt på,1982,dbscan,0
Yaz,Winter Kills,1982,dbscan,-1
Madness,Shut Up,1982,dbscan,0
Donald Fagen,New Frontier,1982,dbscan,0
丘丘合唱團,十個太陽 - 演奏曲,1982,dbscan,0
Angela Ro Ro,Demais,1982,dbscan,0
The Beat,I Confess,1982,dbscan,0
Emmylou Harris,It's Not Love (but It's Not Bad) - 2008 Remaster,1982,dbscan,0
John Waite,I'm Still In Love,1982,dbscan,0
Rudy La Scala,Vamos a Enamorarnos,1982,dbscan,0
Тодор Колев,Жигули,1982,dbscan,0
Dudu Elharar,שיר המסכות,1982,dbscan,0
Motörhead,Sex and Outrage,1982,dbscan,0
"K. J. Yesudas, S. Janaki",Vezhambal Kezhum,1982,dbscan,0
Van Halen,Big Bad Bill (Is Sweet William Now) - 2015 Remaster,1982,dbscan,0
TKKG Retro-Archiv,010 - Alarm im Zirkus Sarani! - Teil 10,1982,dbscan,0
Adriano Celentano,Conto Su Di Te,1982,dbscan,0
Eppu Normaali,Jumalan Poika,1982,dbscan,0
Peter Schilling,Major Tom (Völlig losgelöst) - Single Version,1982,dbscan,0
Ramon Ayala Y Sus Bravos Del Norte,Recuérdame Y Ven A Mi,1982,dbscan,0
Teresa Teng,但願人長久,1982,dbscan,0
Ofra Haza,סופרסטאר,1982,dbscan,0
TKKG Retro-Archiv,"012 - Nachts, wenn der Feuerteufel kommt - Teil 08",1982,dbscan,-1
"Antonio Vivaldi, Simon Standage, The English Concert, Trevor Pinnock","Violin Concerto in F Minor, Op. 8, No. 4, RV 297 ""L'inverno"": 2. Largo",1982,dbscan,0
KISS,Saint And Sinner,1982,dbscan,0
Donna Summer,State of Independence,1982,dbscan,0
Eppu Normaali,Näinä Päivinä,1982,dbscan,0
George Lam,幾段情歌,1982,dbscan,0
Adolphson & Falk,Blinkar blå,1982,dbscan,0
Kino,Восьмиклассница,1982,dbscan,0
Alfons Åberg,Alfons och odjuret,1982,dbscan,-1
TKKG Retro-Archiv,"012 - Nachts, wenn der Feuerteufel kommt - Teil 13",1982,dbscan,0
TKKG Retro-Archiv,009 - Abenteuer im Ferienlager - Teil 06,1982,dbscan,-1
Glenn Frey,I Found Somebody,1982,dbscan,0
Eppu Normaali,Murheellisten Laulujen Maa,1982,dbscan,0
TKKG Retro-Archiv,"012 - Nachts, wenn der Feuerteufel kommt - Teil 10",1982,dbscan,-1
Pavlos Sidiropoulos,Horis Etia,1982,dbscan,0
Dazz Band,Shake What You Got,1982,dbscan,0
"Héctor Lavoe, Willie Colón",Pasé La Noche Fumando,1982,dbscan,0
Тангра,Събота,1982,dbscan,0
Jeffrey Osborne,On The Wings Of Love,1982,dbscan,0
José Luis Perales,¿Y cómo es él?,1982,dbscan,0
Luis Miguel,Tomemos Los Patines,1982,dbscan,0
TKKG Retro-Archiv,022 - In den Klauen des Tigers - Teil 08,1982,dbscan,0
Annabelle Lui,彩雲曲 - 電影「彩雲曲」主題曲,1982,dbscan,0
"Mercedes Sosa, León Gieco",Sólo Le Pido A Dios - Live At Teatro Opera De Buenos Aires / 1982,1982,dbscan,0
Metin Milli,Kaderimde Hep Güzeli Aradım,1982,dbscan,0
Vazelina Bilopphøggers,"Får itte mer pudding, tjukken",1982,dbscan,0
"Shlomo Artzi, Meir Shalev",שמשון הגיבור,1982,dbscan,0
沈雁,輕愁,1982,dbscan,0
"Milan Lasica, Jaroslav Filip","Kde bolo, tam bolo",1982,dbscan,0
Fabio Concato,Restiamo Soli,1982,dbscan,0
Robert Wyatt,At Last I Am Free,1982,dbscan,0
"Adalberto Santiago, Roberto Roena",Yo Tenía Una Mujer,1982,dbscan,0
Lata Mangeshkar,"Aye-Dil-E-Nadan, Pt. 2",1982,dbscan,0
Duran Duran,My Own Way - 2009 Remaster,1982,dbscan,0
Johnny Madsen,Kunstens Vilkår,1982,dbscan,0
Hasse Andersson,Vinterepos,1982,dbscan,0
Luisa Maria Güell,Murió Nuestro Amor de Verano (Sin por Qué),1982,dbscan,0
Yehoram Gaon,על כל אלה,1982,dbscan,0
TKKG Retro-Archiv,018 - Hexenjagd im Lerchenbach - Teil 20,1982,dbscan,0
Don Henley,Long Way Home,1982,dbscan,0
Dudu Elharar,חנוכיה לי יש,1982,dbscan,0
Die drei ???,030 - und das Riff der Haie - Teil 12,1982,dbscan,0
"Tzimis Panousis, Mousikes Taxiarhies",Gia Ti Giorti Tis Miteras,1982,dbscan,0
Moving Pictures,What About Me?,1982,dbscan,0
Ofra Haza,יש לנו תיש,1982,dbscan,0
Purrkur Pillnikk,Óvænt,1982,dbscan,0
"Usha Uthup, Bappi Lahiri",Auva Auva Koi Yahan Nache,1982,dbscan,0
Die drei ???,030 - und das Riff der Haie - Teil 04,1982,dbscan,-1
Aquarium,Пепел,1982,dbscan,0
Bappi Lahiri,Yaad Aa Raha Hai,1982,dbscan,0
TKKG Retro-Archiv,007 - Rätsel um die alte Villa - Teil 17,1982,dbscan,0
TKKG Retro-Archiv,013 - Die Bettelmönche aus Atlantis - Teil 09,1982,dbscan,0
XTC,Senses Working Overtime - Remastered,1982,dbscan,0
Social Distortion,Moral Threat,1982,dbscan,0
Asha Bhosle,Jab Apne Ho Jayen,1983,dbscan,0
New Order,The Village - 2015 Remaster,1983,dbscan,0
"Eurythmics, Annie Lennox, Dave Stewart",Monkey Monkey - Remastered Version,1983,dbscan,0
Lucio Dalla,Stronzo,1983,dbscan,0
Spandau Ballet,Pleasure - 2003 Remaster,1983,dbscan,0
Kanchan,Chal Gayee,1983,dbscan,0
Michel Berger,Lumière du jour - Remasterisé en 2002,1983,dbscan,0
Yigal Bashan,רגעים,1983,dbscan,0
Kortatu,Zu Atrapatu Arte,1983,dbscan,0
Danny Robas,אני בא הביתה מהלילה,1983,dbscan,0
Dionysis Savvopoulos,Neo Kyma,1983,dbscan,0
Kino,Без десяти,1983,dbscan,0
Pahola Marino,Cuando Sea Grande,1983,dbscan,0
Fünf Freunde,021 - ...auf neuen Abenteuern - Teil 08,1983,dbscan,0
"George Frideric Handel, The English Concert, Trevor Pinnock","Water Music Suite No.1 in F, HWV 348: 7. Bourrée",1983,dbscan,-1
Rão Kyao,Fado Vianinha,1983,dbscan,-1
R.E.M.,Moral Kiosk - Murmer Version,1983,dbscan,0
Knutsen & Ludvigsen,Damer I Vindu,1983,dbscan,0
Bijelo Dugme,"Ako Možeš, Zaboravi",1983,dbscan,0
Hetty Koes Endang,Resah,1983,dbscan,0
Los Voceros de Cristo,Yo Conocí a Jesús,1983,dbscan,0
Anri,Surf City,1983,dbscan,0
Tabaré Etcheverry,Cielo en Flor,1983,dbscan,0
Ofra Haza,הצריף הקטן,1983,dbscan,0
Steinwolke,"Katharine, Katharine",1983,dbscan,0
"Bubbi, Megas",Heilræðavísur,1983,dbscan,0
"Vaughan Mason, Butch Dayo",Feel My Love,1983,dbscan,0
Die drei ???,0033 - und die bedrohte Ranch - Teil 37,1983,dbscan,-1
Black Sabbath,Disturbing the Priest - 2009 Remaster,1983,dbscan,0
Kenny Rogers,Buried Treasure,1983,dbscan,0
"Lata Mangeshkar, Shabbir Kumar",Badal Yun Garaj Hai,1983,dbscan,0
Lata Mangeshkar,Om Jai Jagdish Hare (Aarti),1983,dbscan,0
Canciones Para No Dormir La Siesta,El Chorrito,1983,dbscan,0
Sarah Chen,秋意上心頭,1983,dbscan,0
The Jam,The Bitterest Pill (I Ever Had To Swallow),1983,dbscan,0
Chava Alberstein,עד מחר,1983,dbscan,0
Nena,Ich bleib' im Bett,1983,dbscan,0
Baldio,Llanto de Mujer,1983,dbscan,0
Genesis,It's Gonna Get Better - Digital Remastered 2007,1983,dbscan,0
Jonzun Crew,Pack Jam,1983,dbscan,0
Teresa Teng,漫步人生路,1983,dbscan,0
Ofra Haza,יש לי גן,1983,dbscan,0
Matti Caspi,אהבה נואשת,1983,dbscan,0
Motörhead,Another Perfect Day,1983,dbscan,0
Larbanois & Carrero,Ciudadano,1983,dbscan,0
Larbanois & Carrero,Zumba Que Zumba,1983,dbscan,0
Renée martel,Mille après mille,1983,dbscan,0
Orchestral Manoeuvres In The Dark,Silent Running,1983,dbscan,0
Die drei ???,0031 - und das Narbengesicht - Teil 07,1983,dbscan,0
Vazelina Bilopphøggers,Come Prima,1983,dbscan,0
Die drei ???,0031 - und das Narbengesicht - Teil 26,1983,dbscan,0
Spandau Ballet,True - New Mix; 2010 Remaster,1983,dbscan,0
Thin Lizzy,Cold Sweat,1983,dbscan,-1
Tsuyoshi Nagabuchi,恋人時代,1983,dbscan,0
Motörhead,Shine,1983,dbscan,0
Depeche Mode,Told You So,1983,dbscan,0
Berdien Stenberg,Rondo Russo (From Flute Concerto In E Minor),1983,dbscan,0
Billy Joel,Easy Money,1983,dbscan,0
Camilo Sesto,Puente Sobre Aguas Turbulentas,1983,dbscan,0
"Arik Einstein, Itzhak Klepter",אולי צריך לתת לזה עוד זמן,1983,dbscan,0
Yes,Owner of a Lonely Heart,1983,dbscan,0
Teresa Teng,難忘的初戀情人 - 福建版,1983,dbscan,0
Golpes Bajos,Estoy Enfermo,1983,dbscan,0
"Mahendra Kapoor, Anwar Hussain, Anand Kumar C., Manhar Udhas",Jai Jai Laxmi Teri Jai,1983,dbscan,0
Benjamin Blümchen,Kapitel 10 - auf dem Bauernhof (Folge 027),1983,dbscan,0
Benjamin Blümchen,Kapitel 26 - als Pilot (Folge 030),1983,dbscan,-1
Sujatha,Kanmani Ponmaniye - Female Vocals,1983,dbscan,0
"Michel Berger, Daniel Balavoine",La minute de silence (avec Daniel Balavoine) - Remasterisé en 2002,1983,dbscan,0
Oulu Hotshots,Valiaikainen,1983,dbscan,0
Anri,SHYNESS BOY,1983,dbscan,0
Cholo Berrocal,Desdén,1983,dbscan,0
DeBarge,Time Will Reveal,1983,dbscan,0
Billy Joel,Keeping the Faith,1983,dbscan,0
"Johann Sebastian Bach, András Schiff","Aria mit 30 Veränderungen, BWV 988 ""Goldberg Variations"": Var. 25 a 2 Clav.",1983,dbscan,0
Def Leppard,Billy's Got A Gun,1983,dbscan,0
The Romantics,Talking In Your Sleep,1983,dbscan,0
Teddy Pendergrass,Just Because You're Mine,1983,dbscan,0
"Eurythmics, Annie Lennox, Dave Stewart",Love Is A Stranger - Remastered Version,1983,dbscan,0
Benjamin Blümchen,Kapitel 05 - auf dem Bauernhof (Folge 027),1983,dbscan,0
The Police,Tea In The Sahara,1983,dbscan,0
"Edvard Grieg, Berliner Philharmoniker, Herbert von Karajan","Peer Gynt Suite No.2, Op.55: 4. Solveig's Song",1983,dbscan,0
PIPER,Summer Breeze,1983,dbscan,0
Grupo Alegría,Vete y No Vuelvas,1983,dbscan,0
Emmylou Harris,Pledging My Love,1983,dbscan,0
Wipers,Romeo,1983,dbscan,0
R.E.M.,Talk About The Passion,1983,dbscan,0
Subhumans,All Gone Dead,1983,dbscan,-1
Oingo Boingo,Good For Your Soul,1983,dbscan,0
Herman Finkers,Literatuurstudie,1983,dbscan,0
Grýlurnar,Djásnið mitt,1983,dbscan,0
George Benson,Inside Love (So Personal),1983,dbscan,0
Slade,My Oh My,1983,dbscan,0
Die drei ???,0032 - und der Ameisenmensch - Teil 40,1983,dbscan,0
Menudo,Llegas Tú,1983,dbscan,0
UB40,Guilty,1983,dbscan,0
金佩玉,國中三年生,1983,dbscan,0
Eva Oskera,Bilder aus Alt Wien,1983,dbscan,0
Bjørn Eidsvåg,Eg Ser,1983,dbscan,0
Billy Joel,Leave a Tender Moment Alone,1983,dbscan,0
Bubbi Morthens,Síðasta blómið,1983,dbscan,0
Alceu Valença,Anunciação,1983,dbscan,0
Andrzej Zaucha,Żywej mowy dźwięk,1983,dbscan,0
Demis Roussos,My Friend The Wind,1983,dbscan,0
Three Dog Night,Joy To The World - Edit,1983,dbscan,0
Los Elegantes,En la Calle del Ritmo,1983,dbscan,0
Black Sabbath,Zero the Hero - 2009 Remaster,1983,dbscan,0
Lulu Santos,Lá vem o sol,1983,dbscan,0
DD Smash,Outlook For Thursday - Live,1983,dbscan,0
Bibi Blocksberg,Kapitel 04 - verliebt sich (Folge 009),1983,dbscan,0
Elton John,Cold As Christmas (In The Middle Of The Year),1983,dbscan,0
蔡琴,愛情的喜悅,1983,dbscan,0
Black Uhuru,Big Spliff,1983,dbscan,0
Aretha Franklin,Every Girl (Wants My Guy) - Single Version,1983,dbscan,0
Vidyabhushana,Pongolalanooduthiha,1983,dbscan,0
Ofra Haza,בלדה למלך,1983,dbscan,0
Tears For Fears,Change - Extended Version,1983,dbscan,0
Foster & Allen,If Those Lips Could Only Speak,1983,dbscan,0
Thorleifs,Tjo och tjim,1983,dbscan,0
Toty Pino y Los Excelentes,A Mis Amigos Locutores,1983,dbscan,0
Wipers,Over the Edge,1983,dbscan,0
Wim Mertens,Close Cover,1983,dbscan,0
Wim Mertens,Circles - Version 2007,1983,dbscan,0
"R. D. Burman, Lata Mangeshkar",Agar Tum Na Hote - Female Version Sad,1983,dbscan,0
Molly Hatchet,Fall Of The Peacemakers,1983,dbscan,0
Rubén Juárez,Anclao En Paris,1983,dbscan,0
Taxi,Prazer,1983,dbscan,0
Mi-Sex,Blue Day,1983,dbscan,0
Grupo Fundo De Quintal,Saber Viver,1983,dbscan,0
Benjamin Blümchen,Kapitel 26 - rettet den Kindergarten (Folge 028),1983,dbscan,0
Bob Dylan,Union Sundown,1983,dbscan,0
"George Lam, Unknown",床上的法國煙,1983,dbscan,0
"Dezo Ursiny, Ivan Štrpka",Rozhovor,1983,dbscan,0
Electric Light Orchestra,Loser Gone Wild,1983,dbscan,0
China Crisis,Wishful Thinking,1983,dbscan,0
Maria Conchita Alonso,"Vamos A Bailar - From ""Scarface"" Soundtrack",1983,dbscan,0
Genesis,Second Home by the Sea - 2007 Remaster,1983,dbscan,0
Kino,Музыка волн,1983,dbscan,0
Carola,Gloria,1983,dbscan,0
The Jam,Tales From The Riverbank,1983,dbscan,0
Tania Libertad,Gracias a la Vida,1983,dbscan,0
Udo Lindenberg & Das Panik-Orchester,Sonderzug nach Pankow,1983,dbscan,0
Bibi Blocksberg,Kapitel 18 - verliebt sich (Folge 009),1983,dbscan,0
Andre Hazes,Speel Niet Met Vuur,1983,dbscan,0
Iron Maiden,Die with Your Boots On - 2015 Remaster,1983,dbscan,0
Marcos Valle,Naturalmente,1983,dbscan,0
蔡琴,不了情,1983,dbscan,0
Yanti Kosasih,Cinta Senada,1983,dbscan,0
Radosinské naivné divadlo,Zlatým povojníčkom bola povíjala,1983,dbscan,0
Ciwan Haco,Dibînim,1983,dbscan,-1
"Ali Kocatepe, Sezen Aksu, Coşkun Demir",Heyamola,1983,dbscan,0
Pink Floyd,The Final Cut - 2011 Remastered Version,1983,dbscan,0
"Tito Puente, Willie Colón",Oye Cómo Va,1983,dbscan,0
"Demis Roussos, Florence Warner",Lost In Love,1983,dbscan,0
Daniela Romo,Te amo,1983,dbscan,0
楊婉珍,蛻變,1983,dbscan,0
Gnags,Fodgænger,1983,dbscan,0
Miro Žbirka,Zázračné hodiny,1983,dbscan,0
"Anne Linnet, Marquis De Sade",Nattog,1983,dbscan,-1
Lulu Santos,Apenas mais uma de amor,1983,dbscan,0
Gopal Babu Goswami,Pahad Ki Unchi Neechi Dhara,1983,dbscan,0
Iwan Fals,Celoteh Camar Tolol & Cemar,1983,dbscan,0
Yazoo,Anyone,1983,dbscan,0
Silk Route,Ganga Nahaley,1983,dbscan,0
Barbra Streisand,Papa Can You Hear Me?,1983,dbscan,0
Raffi,Rudolph the Red-Nosed Reindeer,1983,dbscan,0
"Shlomo Artzi, Etchie Stroh",גבר הולך לאיבוד / בואי ונתיר / פתאום כשלא באת,1983,dbscan,0
Oingo Boingo,Dead Or Alive,1983,dbscan,0
Vidyabhushana,Pillangoviya,1983,dbscan,0
"George Frideric Handel, The English Concert, Trevor Pinnock","Water Music, Suites 2 & 3 in D/G, HWV 348: 10. Menuet (II)",1983,dbscan,-1
